"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"JP Sears","- - -","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23429"
"Brandon Hughes","CHC","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23460"
"Tommy Romero","- - -","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23465"
"Ron Marinaccio","NYY","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23488"
"Nicklaus Snyder","TEX","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23493"
"Aaron Ashby","MIL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23550"
"Luis Garcia","HOU","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23735"
"Justin Bruihl","LAD","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23779"
"Ryan Weathers","SDP","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23796"
"Ray Kerr","SDP","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23809"
"Brayan Bello","BOS","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23920"
"Ronny Henriquez","MIN","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24094"
"Simeon Woods Richardson","MIN","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24494"
"Josiah Gray","WSN","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24580"
"Kyle Bradish","BAL","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24586"
"Josh Winder","MIN","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24606"
"Frank German","BOS","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24750"
"Ethan Roberts","CHC","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24930"
"Andrew Wantz","LAA","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24933"
"Austin Warren","LAA","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24937"
"Cooper Criswell","TBR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24975"
"Evan Lee","WSN","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","24988"
"Alex Vesia","LAD","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25007"
"William Woods","ATL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25075"
"Cam Alldred","PIT","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25078"
"Garrett Hill","DET","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25097"
"Penn Murfee","SEA","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25174"
"Nick Mears","PIT","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25376"
"Brady Singer","KCR","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25377"
"Sammy Long","SFG","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25379"
"Drew Rasmussen","TBR","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25385"
"Cody Morris","CLE","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25388"
"Nash Walters","LAA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25413"
"Gavin Hollowell","COL","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25427"
"George Kirby","SEA","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25436"
"Nate Fisher","NYM","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25512"
"Xzavion Curry","CLE","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25595"
"Hunter Gaddis","CLE","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25636"
"Cole Waites","SFG","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25665"
"Matt Brash","SEA","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25756"
"Noah Davis","COL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25862"
"Hunter Brown","HOU","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25880"
"Yennier Cano","- - -","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25911"
"Zack Thompson","STL","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25918"
"Andrew Nardi","MIA","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25942"
"Beau Brieske","DET","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26079"
"Andre Pallante","STL","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26108"
"Caleb Kilian","CHC","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26213"
"Ryan Pepiot","LAD","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26221"
"Tyler Holton","ARI","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26231"
"Ryne Nelson","ARI","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26253"
"Drey Jameson","ARI","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26260"
"Tommy Henry","ARI","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26285"
"Bryan Hoeing","MIA","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26304"
"Ethan Small","MIL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26364"
"Nick Lodolo","CIN","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26378"
"Alek Manoah","TOR","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","26410"
"Reid Detmers","LAA","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27468"
"Cade Cavalli","WSN","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27473"
"Max Meyer","MIA","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27474"
"Spencer Strider","ATL","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27498"
"Kohei Arihara","TEX","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27505"
"Hirokazu Sawamura","BOS","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27515"
"Jared Koenig","OAK","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27517"
"Graham Ashcraft","CIN","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27552"
"Hayden Wesneski","CHC","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27581"
"Luis Ortiz","PIT","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27646"
"Ken Waldichuk","OAK","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27681"
"Louie Varland","MIN","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27691"
"Bryce Elder","ATL","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27779"
"Chase Silseth","LAA","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","30074"
"Robert Suarez","SDP","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","30115"
